name,datum,globalno_sevanje[W/m2],t2m[°C]
CM00006_202206290040_36.jpg,2022-06-29 02:30:00,0.0,20.3
CM00006_202207181110_36.jpg,2022-07-18 13:00:00,921.0,27.8
CM00006_202207120930_36.jpg,2022-07-12 11:30:00,805.0,23.5
CM00006_202207111230_36.jpg,2022-07-11 14:30:00,244.0,21.4
CM00006_202207081700_36.jpg,2022-07-08 19:00:00,121.0,20.9
CM00006_202207050830_36.jpg,2022-07-05 10:30:00,386.0,21.4
CM00006_202207071610_36.jpg,2022-07-07 18:00:00,8.0,16.6
CM00006_202206241740_36.jpg,2022-06-24 19:30:00,48.0,22.0
CM00006_202207021150_36.jpg,2022-07-02 13:30:00,902.0,25.3
CM00006_202207141440_36.jpg,2022-07-14 16:30:00,228.0,30.4
CM00006_202206220730_36.jpg,2022-06-22 09:30:00,174.0,20.4
CM00006_202207071310_36.jpg,2022-07-07 15:00:00,98.0,17.9
CM00006_202207010720_36.jpg,2022-07-01 09:00:00,689.0,28.4
CM00006_202207040750_36.jpg,2022-07-04 09:30:00,733.0,29.1
CM00006_202206250030_36.jpg,2022-06-25 02:30:00,0.0,19.7
CM00006_202206281330_36.jpg,2022-06-28 15:30:00,570.0,29.7
CM00006_202206282230_36.jpg,2022-06-29 00:30:00,0.0,21.1
CM00006_202207021530_36.jpg,2022-07-02 17:30:00,379.0,26.7
CM00006_202207011240_36.jpg,2022-07-01 14:30:00,815.0,33.7
CM00006_202206300940_36.jpg,2022-06-30 11:30:00,909.0,28.9
CM00006_202207061400_36.jpg,2022-07-06 16:00:00,635.0,28.3
CM00006_202206220420_36.jpg,2022-06-22 06:00:00,89.0,17.5
CM00006_202207131700_36.jpg,2022-07-13 19:00:00,111.0,27.3
CM00006_202207080250_36.jpg,2022-07-08 04:30:00,0.0,14.9
CM00006_202206221010_36.jpg,2022-06-22 12:00:00,667.0,22.9
CM00006_202207041940_36.jpg,2022-07-04 21:30:00,0.0,20.8
CM00006_202207142130_36.jpg,2022-07-14 23:30:00,0.0,19.4
CM00006_202207081820_36.jpg,2022-07-08 20:00:00,6.0,18.8
CM00006_202207110220_36.jpg,2022-07-11 04:00:00,0.0,12.1
CM00006_202206280010_36.jpg,2022-06-28 02:00:00,0.0,20.2
CM00006_202207130200_36.jpg,2022-07-13 04:00:00,0.0,12.5
CM00006_202207080730_36.jpg,2022-07-08 09:30:00,614.0,20.2
CM00006_202206270110_36.jpg,2022-06-27 03:00:00,0.0,18.2
CM00006_202207171700_36.jpg,2022-07-17 19:00:00,101.0,24.8
CM00006_202207150030_36.jpg,2022-07-15 02:30:00,0.0,14.9
CM00006_202206221340_36.jpg,2022-06-22 15:30:00,88.0,22.9
CM00006_202207120640_36.jpg,2022-07-12 08:30:00,160.0,17.4
CM00006_202206200020_36.jpg,2022-06-20 02:00:00,0.0,16.6
CM00006_202206240910_36.jpg,2022-06-24 11:00:00,792.0,25.9
CM00006_202206220520_36.jpg,2022-06-22 07:00:00,143.0,18.3
CM00006_202206291150_36.jpg,2022-06-29 13:30:00,874.0,31.5
CM00006_202206290840_36.jpg,2022-06-29 10:30:00,711.0,28.1
CM00006_202207050530_36.jpg,2022-07-05 07:30:00,27.0,18.2
CM00006_202206250230_36.jpg,2022-06-25 04:30:00,4.0,17.7
CM00006_202207022150_36.jpg,2022-07-02 23:30:00,0.0,17.4
CM00006_202206200900_36.jpg,2022-06-20 11:00:00,896.0,28.9
CM00006_202207151600_36.jpg,2022-07-15 18:00:00,109.0,21.5
CM00006_202207160500_36.jpg,2022-07-16 07:00:00,257.0,18.7
CM00006_202207060750_36.jpg,2022-07-06 09:30:00,749.0,24.3
CM00006_202207092300_36.jpg,2022-07-10 01:00:00,0.0,16.9
CM00006_202207122320_36.jpg,2022-07-13 01:00:00,0.0,12.6
CM00006_202207072110_36.jpg,2022-07-07 23:00:00,0.0,14.9
CM00006_202207010220_36.jpg,2022-07-01 04:00:00,0.0,18.2
CM00006_202206230430_36.jpg,2022-06-23 06:30:00,87.0,19.5
CM00006_202206231450_36.jpg,2022-06-23 16:30:00,570.0,25.1
CM00006_202207150240_36.jpg,2022-07-15 04:30:00,1.0,18.0
CM00006_202207152030_36.jpg,2022-07-15 22:30:00,0.0,18.1
CM00006_202206240920_36.jpg,2022-06-24 11:00:00,792.0,25.9
CM00006_202207081450_36.jpg,2022-07-08 16:30:00,574.0,22.6
CM00006_202207181250_36.jpg,2022-07-18 14:30:00,819.0,28.5
CM00006_202206200100_36.jpg,2022-06-20 03:00:00,0.0,15.4
CM00006_202206200840_36.jpg,2022-06-20 10:30:00,859.0,28.2
CM00006_202207160040_36.jpg,2022-07-16 02:30:00,0.0,16.9
CM00006_202207160000_36.jpg,2022-07-16 02:00:00,0.0,17.0
CM00006_202207181010_36.jpg,2022-07-18 12:00:00,936.0,26.5
CM00006_202206280000_36.jpg,2022-06-28 02:00:00,0.0,20.2
CM00006_202206282040_36.jpg,2022-06-28 22:30:00,0.0,22.7
CM00006_202206301820_36.jpg,2022-06-30 20:00:00,5.0,27.1
CM00006_202207042120_36.jpg,2022-07-04 23:00:00,0.0,19.6
CM00006_202206241330_36.jpg,2022-06-24 15:30:00,214.0,27.1
CM00006_202207020220_36.jpg,2022-07-02 04:00:00,0.0,17.3
CM00006_202207130440_36.jpg,2022-07-13 06:30:00,198.0,15.8
CM00006_202206220130_36.jpg,2022-06-22 03:30:00,0.0,17.1
CM00006_202207091030_36.jpg,2022-07-09 12:30:00,794.0,23.2
CM00006_202207072340_36.jpg,2022-07-08 01:30:00,0.0,14.5
CM00006_202206201820_36.jpg,2022-06-20 20:00:00,2.5,25.9
CM00006_202206290630_36.jpg,2022-06-29 08:30:00,477.0,26.1
CM00006_202206290010_36.jpg,2022-06-29 02:00:00,0.0,20.6
CM00006_202206300550_36.jpg,2022-06-30 07:30:00,382.0,24.6
CM00006_202207042310_36.jpg,2022-07-05 01:00:00,0.0,19.7
CM00006_202207120450_36.jpg,2022-07-12 06:30:00,33.0,16.1
CM00006_202207102300_36.jpg,2022-07-11 01:00:00,0.0,11.9
CM00006_202207140210_36.jpg,2022-07-14 04:00:00,0.0,14.3
CM00006_202207090620_36.jpg,2022-07-09 08:00:00,526.0,19.8
CM00006_202207090510_36.jpg,2022-07-09 07:00:00,342.0,16.4
CM00006_202207032000_36.jpg,2022-07-03 22:00:00,0.0,21.2
CM00006_202207090500_36.jpg,2022-07-09 07:00:00,342.0,16.4
CM00006_202206291020_36.jpg,2022-06-29 12:00:00,892.0,30.2
CM00006_202206290920_36.jpg,2022-06-29 11:00:00,771.0,29.3
CM00006_202206302020_36.jpg,2022-06-30 22:00:00,0.0,23.9
CM00006_202207021100_36.jpg,2022-07-02 13:00:00,924.0,25.1
CM00006_202207132350_36.jpg,2022-07-14 01:30:00,0.0,15.0
CM00006_202206200820_36.jpg,2022-06-20 10:00:00,809.0,28.0
CM00006_202207041440_36.jpg,2022-07-04 16:30:00,518.0,31.2
CM00006_202207171520_36.jpg,2022-07-17 17:00:00,447.0,26.3
CM00006_202207140520_36.jpg,2022-07-14 07:00:00,278.0,20.6
CM00006_202206260900_36.jpg,2022-06-26 11:00:00,896.0,26.9
CM00006_202206230940_36.jpg,2022-06-23 11:30:00,834.7,24.3
CM00006_202206272330_36.jpg,2022-06-28 01:30:00,0.0,20.7
CM00006_202206211700_36.jpg,2022-06-21 19:00:00,54.0,18.8
CM00006_202206220600_36.jpg,2022-06-22 08:00:00,501.0,20.5
CM00006_202207081350_36.jpg,2022-07-08 15:30:00,502.0,22.4
CM00006_202206241210_36.jpg,2022-06-24 14:00:00,737.0,28.1
CM00006_202206252220_36.jpg,2022-06-26 00:00:00,0.0,18.0
CM00006_202207020350_36.jpg,2022-07-02 05:30:00,60.0,16.9
CM00006_202207010350_36.jpg,2022-07-01 05:30:00,109.0,19.9
CM00006_202206270100_36.jpg,2022-06-27 03:00:00,0.0,18.2
CM00006_202207050140_36.jpg,2022-07-05 03:30:00,0.0,18.1
CM00006_202206212140_36.jpg,2022-06-21 23:30:00,0.0,17.6
CM00006_202207120430_36.jpg,2022-07-12 06:30:00,33.0,16.1
CM00006_202206230050_36.jpg,2022-06-23 02:30:00,0.0,18.8
CM00006_202207011350_36.jpg,2022-07-01 15:30:00,688.0,33.9
CM00006_202207171300_36.jpg,2022-07-17 15:00:00,745.0,26.2
CM00006_202207171610_36.jpg,2022-07-17 18:00:00,266.0,25.8
CM00006_202206282110_36.jpg,2022-06-28 23:00:00,0.0,22.1
CM00006_202207160540_36.jpg,2022-07-16 07:30:00,371.0,19.3
CM00006_202207041300_36.jpg,2022-07-04 15:00:00,713.0,30.8
CM00006_202207042330_36.jpg,2022-07-05 01:30:00,0.0,19.3
CM00006_202206271240_36.jpg,2022-06-27 14:30:00,785.0,33.2
CM00006_202207132200_36.jpg,2022-07-14 00:00:00,0.0,16.4
CM00006_202207182050_36.jpg,2022-07-18 22:30:00,0.0,17.6
CM00006_202207090430_36.jpg,2022-07-09 06:30:00,245.0,14.4
CM00006_202206260440_36.jpg,2022-06-26 06:30:00,257.0,19.2
CM00006_202206220820_36.jpg,2022-06-22 10:00:00,200.0,20.7
CM00006_202207070310_36.jpg,2022-07-07 05:00:00,22.0,17.5
CM00006_202207050850_36.jpg,2022-07-05 10:30:00,386.0,21.4
CM00006_202207120230_36.jpg,2022-07-12 04:30:00,0.0,15.2
CM00006_202206300430_36.jpg,2022-06-30 06:30:00,108.0,21.5
CM00006_202206281440_36.jpg,2022-06-28 16:30:00,109.0,29.1
CM00006_202206261700_36.jpg,2022-06-26 19:00:00,112.0,28.2
CM00006_202206210120_36.jpg,2022-06-21 03:00:00,0.0,16.5
CM00006_202207130410_36.jpg,2022-07-13 06:00:00,79.0,14.0
CM00006_202206222100_36.jpg,2022-06-22 23:00:00,0.0,20.6
CM00006_202207060340_36.jpg,2022-07-06 05:30:00,98.0,16.3
CM00006_202207040810_36.jpg,2022-07-04 10:00:00,807.0,30.0
CM00006_202207050730_36.jpg,2022-07-05 09:30:00,175.0,19.7
CM00006_202207130910_36.jpg,2022-07-13 11:00:00,902.0,25.2
CM00006_202207141630_36.jpg,2022-07-14 18:30:00,191.0,29.6
CM00006_202206250240_36.jpg,2022-06-25 04:30:00,4.0,17.7
CM00006_202207062250_36.jpg,2022-07-07 00:30:00,0.0,17.9
CM00006_202207112150_36.jpg,2022-07-11 23:30:00,0.0,15.9
CM00006_202207070030_36.jpg,2022-07-07 02:30:00,0.0,18.1
CM00006_202206281450_36.jpg,2022-06-28 16:30:00,109.0,29.1
CM00006_202207080720_36.jpg,2022-07-08 09:00:00,498.0,19.3
CM00006_202207041410_36.jpg,2022-07-04 16:00:00,602.0,30.8
CM00006_202206210400_36.jpg,2022-06-21 06:00:00,113.1,18.5
CM00006_202207160430_36.jpg,2022-07-16 06:30:00,95.0,17.5
CM00006_202207070010_36.jpg,2022-07-07 02:00:00,0.0,19.1
CM00006_202207120010_36.jpg,2022-07-12 02:00:00,0.0,15.8
CM00006_202207160240_36.jpg,2022-07-16 04:30:00,1.0,16.7
CM00006_202207080430_36.jpg,2022-07-08 06:30:00,80.0,15.5
CM00006_202206251010_36.jpg,2022-06-25 12:00:00,599.0,24.9
CM00006_202207101100_36.jpg,2022-07-10 13:00:00,986.0,22.9
CM00006_202206211320_36.jpg,2022-06-21 15:00:00,287.3,22.7
CM00006_202207050610_36.jpg,2022-07-05 08:00:00,62.0,18.4
CM00006_202206271420_36.jpg,2022-06-27 16:00:00,579.0,33.1
CM00006_202207051830_36.jpg,2022-07-05 20:30:00,0.0,21.9
CM00006_202207150000_36.jpg,2022-07-15 02:00:00,0.0,15.0
CM00006_202206221610_36.jpg,2022-06-22 18:00:00,99.0,23.2
CM00006_202207071900_36.jpg,2022-07-07 21:00:00,0.0,16.1
CM00006_202207031950_36.jpg,2022-07-03 21:30:00,0.0,21.6
CM00006_202206231950_36.jpg,2022-06-23 21:30:00,0.0,20.4
CM00006_202206240000_36.jpg,2022-06-24 02:00:00,0.0,19.6
CM00006_202206281650_36.jpg,2022-06-28 18:30:00,23.0,26.0
CM00006_202207162220_36.jpg,2022-07-17 00:00:00,0.0,19.1
CM00006_202207171120_36.jpg,2022-07-17 13:00:00,917.0,24.9
CM00006_202207130020_36.jpg,2022-07-13 02:00:00,0.0,12.6
CM00006_202206280340_36.jpg,2022-06-28 05:30:00,102.0,24.7
CM00006_202206261230_36.jpg,2022-06-26 14:30:00,800.0,29.4
CM00006_202207082120_36.jpg,2022-07-08 23:00:00,0.0,16.8
CM00006_202206232040_36.jpg,2022-06-23 22:30:00,0.0,20.3
CM00006_202207012110_36.jpg,2022-07-01 23:00:00,0.0,21.2
CM00006_202207070710_36.jpg,2022-07-07 09:00:00,572.0,22.6
CM00006_202206241020_36.jpg,2022-06-24 12:00:00,953.0,26.9
CM00006_202206220440_36.jpg,2022-06-22 06:30:00,93.0,18.0
CM00006_202207041550_36.jpg,2022-07-04 17:30:00,122.0,29.8
CM00006_202206222300_36.jpg,2022-06-23 01:00:00,0.0,19.6
CM00006_202207031140_36.jpg,2022-07-03 13:30:00,914.0,30.2
CM00006_202207180640_36.jpg,2022-07-18 08:30:00,563.0,21.7
CM00006_202207131920_36.jpg,2022-07-13 21:00:00,0.0,23.1
CM00006_202207091240_36.jpg,2022-07-09 14:30:00,676.0,24.0
CM00006_202206261640_36.jpg,2022-06-26 18:30:00,184.0,28.8
CM00006_202207051320_36.jpg,2022-07-05 15:00:00,318.0,25.4
CM00006_202207170440_36.jpg,2022-07-17 06:30:00,122.0,18.3
CM00006_202207082020_36.jpg,2022-07-08 22:00:00,0.0,16.6
CM00006_202207111340_36.jpg,2022-07-11 15:30:00,238.0,21.4
CM00006_202207160600_36.jpg,2022-07-16 08:00:00,394.0,20.4
CM00006_202207112200_36.jpg,2022-07-12 00:00:00,0.0,16.1
CM00006_202207180610_36.jpg,2022-07-18 08:00:00,491.0,20.7
CM00006_202206240350_36.jpg,2022-06-24 05:30:00,53.0,18.6
CM00006_202206271610_36.jpg,2022-06-27 18:00:00,237.0,31.3
CM00006_202207122310_36.jpg,2022-07-13 01:00:00,0.0,12.6
CM00006_202207110540_36.jpg,2022-07-11 07:30:00,179.0,16.5
CM00006_202206280400_36.jpg,2022-06-28 06:00:00,187.0,25.2
CM00006_202207100850_36.jpg,2022-07-10 10:30:00,324.0,18.0
CM00006_202207140810_36.jpg,2022-07-14 10:00:00,591.0,27.5
CM00006_202207092050_36.jpg,2022-07-09 22:30:00,0.0,17.2
CM00006_202206270410_36.jpg,2022-06-27 06:00:00,160.0,20.0
CM00006_202207011940_36.jpg,2022-07-01 21:30:00,0.0,23.5
CM00006_202207122000_36.jpg,2022-07-12 22:00:00,0.0,14.3
CM00006_202206210550_36.jpg,2022-06-21 07:30:00,369.4,20.4
CM00006_202206210820_36.jpg,2022-06-21 10:00:00,231.1,19.5
CM00006_202207160530_36.jpg,2022-07-16 07:30:00,371.0,19.3
CM00006_202207150420_36.jpg,2022-07-15 06:00:00,88.0,20.4
CM00006_202206290740_36.jpg,2022-06-29 09:30:00,559.0,27.5
CM00006_202207140420_36.jpg,2022-07-14 06:00:00,106.0,17.2
CM00006_202207090700_36.jpg,2022-07-09 09:00:00,689.0,21.0
CM00006_202207091320_36.jpg,2022-07-09 15:00:00,633.0,23.9
CM00006_202206221150_36.jpg,2022-06-22 13:30:00,329.0,23.3
CM00006_202207170400_36.jpg,2022-07-17 06:00:00,79.0,18.0
CM00006_202206211520_36.jpg,2022-06-21 17:00:00,278.6,18.3
CM00006_202207011500_36.jpg,2022-07-01 17:00:00,129.0,31.8
CM00006_202206241840_36.jpg,2022-06-24 20:30:00,0.0,21.6
CM00006_202207131520_36.jpg,2022-07-13 17:00:00,458.0,28.6
CM00006_202207122340_36.jpg,2022-07-13 01:30:00,0.0,12.7
CM00006_202207110040_36.jpg,2022-07-11 02:30:00,0.0,12.7
CM00006_202207100000_36.jpg,2022-07-10 02:00:00,0.0,16.7
CM00006_202206200830_36.jpg,2022-06-20 10:30:00,859.0,28.2
CM00006_202206200110_36.jpg,2022-06-20 03:00:00,0.0,15.4
CM00006_202206230820_36.jpg,2022-06-23 10:00:00,407.0,22.9
CM00006_202207162130_36.jpg,2022-07-16 23:30:00,0.0,20.3
CM00006_202207071250_36.jpg,2022-07-07 14:30:00,42.0,17.6
CM00006_202207071110_36.jpg,2022-07-07 13:00:00,273.0,24.5
CM00006_202206240520_36.jpg,2022-06-24 07:00:00,163.0,20.2
CM00006_202207030930_36.jpg,2022-07-03 11:30:00,929.0,28.1
CM00006_202207101010_36.jpg,2022-07-10 12:00:00,767.0,21.5
CM00006_202207070530_36.jpg,2022-07-07 07:30:00,121.0,19.5
CM00006_202206272010_36.jpg,2022-06-27 22:00:00,0.0,25.2
CM00006_202207140100_36.jpg,2022-07-14 03:00:00,0.0,14.5
CM00006_202207141750_36.jpg,2022-07-14 19:30:00,35.0,27.2
CM00006_202206301120_36.jpg,2022-06-30 13:00:00,882.0,29.6
CM00006_202207182010_36.jpg,2022-07-18 22:00:00,0.0,18.2
CM00006_202206272000_36.jpg,2022-06-27 22:00:00,0.0,25.2
CM00006_202206260800_36.jpg,2022-06-26 10:00:00,809.0,25.3
CM00006_202206280640_36.jpg,2022-06-28 08:30:00,496.0,26.0
CM00006_202207100040_36.jpg,2022-07-10 02:30:00,0.0,17.0
CM00006_202207021210_36.jpg,2022-07-02 14:00:00,868.0,25.6
CM00006_202206301550_36.jpg,2022-06-30 17:30:00,350.0,31.1
CM00006_202206200640_36.jpg,2022-06-20 08:30:00,611.0,25.8
CM00006_202206241110_36.jpg,2022-06-24 13:00:00,900.0,28.1
CM00006_202207141520_36.jpg,2022-07-14 17:00:00,381.0,31.2
CM00006_202206241040_36.jpg,2022-06-24 12:30:00,881.0,27.5
CM00006_202206291110_36.jpg,2022-06-29 13:00:00,872.0,31.2
CM00006_202207071200_36.jpg,2022-07-07 14:00:00,48.0,18.9
CM00006_202207181920_36.jpg,2022-07-18 21:00:00,0.0,19.8
CM00006_202207131650_36.jpg,2022-07-13 18:30:00,192.0,27.9
CM00006_202207010130_36.jpg,2022-07-01 03:30:00,0.0,18.3
CM00006_202207042020_36.jpg,2022-07-04 22:00:00,0.0,20.6
CM00006_202207131840_36.jpg,2022-07-13 20:30:00,0.0,22.5
CM00006_202207170140_36.jpg,2022-07-17 03:30:00,0.0,17.1
CM00006_202206211150_36.jpg,2022-06-21 13:30:00,244.6,21.8
CM00006_202207081640_36.jpg,2022-07-08 18:30:00,208.0,21.6
CM00006_202207090230_36.jpg,2022-07-09 04:30:00,2.0,10.8
CM00006_202206251500_36.jpg,2022-06-25 17:00:00,345.0,26.8
CM00006_202207170410_36.jpg,2022-07-17 06:00:00,79.0,18.0
CM00006_202207070450_36.jpg,2022-07-07 06:30:00,102.0,18.2
CM00006_202207031440_36.jpg,2022-07-03 16:30:00,550.0,31.0
CM00006_202207120940_36.jpg,2022-07-12 11:30:00,805.0,23.5
CM00006_202207181940_36.jpg,2022-07-18 21:30:00,0.0,18.9
CM00006_202207070720_36.jpg,2022-07-07 09:00:00,572.0,22.6
CM00006_202207040510_36.jpg,2022-07-04 07:00:00,335.0,22.2
CM00006_202207171150_36.jpg,2022-07-17 13:30:00,849.0,25.6
CM00006_202207101610_36.jpg,2022-07-10 18:00:00,243.0,22.0
CM00006_202207150950_36.jpg,2022-07-15 11:30:00,920.0,24.6
CM00006_202206260950_36.jpg,2022-06-26 11:30:00,927.0,27.2
CM00006_202206290420_36.jpg,2022-06-29 06:00:00,135.0,22.1
CM00006_202207032020_36.jpg,2022-07-03 22:00:00,0.0,21.2
CM00006_202207170350_36.jpg,2022-07-17 05:30:00,50.0,17.7
CM00006_202206230440_36.jpg,2022-06-23 06:30:00,87.0,19.5
CM00006_202207060920_36.jpg,2022-07-06 11:00:00,914.0,26.5
CM00006_202207141240_36.jpg,2022-07-14 14:30:00,236.0,29.2
CM00006_202207141540_36.jpg,2022-07-14 17:30:00,322.0,30.7
CM00006_202206222200_36.jpg,2022-06-23 00:00:00,0.0,20.5
CM00006_202207080050_36.jpg,2022-07-08 02:30:00,0.0,14.8
CM00006_202207102340_36.jpg,2022-07-11 01:30:00,0.0,11.9
CM00006_202206251140_36.jpg,2022-06-25 13:30:00,663.0,26.2
CM00006_202206280710_36.jpg,2022-06-28 09:00:00,513.0,26.3
CM00006_202207012240_36.jpg,2022-07-02 00:30:00,0.0,20.7
CM00006_202206251510_36.jpg,2022-06-25 17:00:00,345.0,26.8
CM00006_202206281600_36.jpg,2022-06-28 18:00:00,19.0,26.5
CM00006_202207050350_36.jpg,2022-07-05 05:30:00,7.0,18.0
CM00006_202206210510_36.jpg,2022-06-21 07:00:00,183.0,20.2
CM00006_202206301030_36.jpg,2022-06-30 12:30:00,930.0,30.0
CM00006_202207120030_36.jpg,2022-07-12 02:30:00,0.0,15.6
CM00006_202206230850_36.jpg,2022-06-23 10:30:00,362.0,22.9
CM00006_202206270610_36.jpg,2022-06-27 08:00:00,502.0,24.4
CM00006_202206210020_36.jpg,2022-06-21 02:00:00,0.0,17.5
CM00006_202207072200_36.jpg,2022-07-08 00:00:00,0.0,14.7
CM00006_202207121500_36.jpg,2022-07-12 17:00:00,35.0,18.7
CM00006_202207130850_36.jpg,2022-07-13 10:30:00,864.0,24.6
CM00006_202207030420_36.jpg,2022-07-03 06:00:00,151.0,17.5
CM00006_202207061920_36.jpg,2022-07-06 21:00:00,0.0,19.5
CM00006_202206282220_36.jpg,2022-06-29 00:00:00,0.0,21.7
CM00006_202207071330_36.jpg,2022-07-07 15:30:00,59.0,18.0
CM00006_202207121510_36.jpg,2022-07-12 17:00:00,35.0,18.7
CM00006_202207100150_36.jpg,2022-07-10 03:30:00,0.0,16.9
CM00006_202207072300_36.jpg,2022-07-08 01:00:00,0.0,15.1
CM00006_202206281800_36.jpg,2022-06-28 20:00:00,3.0,24.8
CM00006_202207090820_36.jpg,2022-07-09 10:00:00,830.0,21.8
CM00006_202207120620_36.jpg,2022-07-12 08:00:00,127.0,17.0
CM00006_202206240450_36.jpg,2022-06-24 06:30:00,177.0,19.4
CM00006_202207050130_36.jpg,2022-07-05 03:30:00,0.0,18.1
CM00006_202207172300_36.jpg,2022-07-18 01:00:00,0.0,15.2
CM00006_202206201320_36.jpg,2022-06-20 15:00:00,705.1,31.9
CM00006_202207050400_36.jpg,2022-07-05 06:00:00,20.0,18.2
CM00006_202207150250_36.jpg,2022-07-15 04:30:00,1.0,18.0
CM00006_202206260100_36.jpg,2022-06-26 03:00:00,0.0,16.0
CM00006_202206261400_36.jpg,2022-06-26 16:00:00,619.0,30.2
CM00006_202206270530_36.jpg,2022-06-27 07:30:00,415.0,23.3
CM00006_202207160900_36.jpg,2022-07-16 11:00:00,877.0,24.4
CM00006_202207142350_36.jpg,2022-07-15 01:30:00,0.0,16.1
CM00006_202206272320_36.jpg,2022-06-28 01:00:00,0.0,20.7
CM00006_202207031400_36.jpg,2022-07-03 16:00:00,633.0,30.8
CM00006_202207120040_36.jpg,2022-07-12 02:30:00,0.0,15.6
CM00006_202207011830_36.jpg,2022-07-01 20:30:00,0.0,26.1
CM00006_202206252050_36.jpg,2022-06-25 22:30:00,0.0,18.4
CM00006_202207022240_36.jpg,2022-07-03 00:30:00,0.0,16.6
CM00006_202206261540_36.jpg,2022-06-26 17:30:00,334.0,29.6
CM00006_202207101740_36.jpg,2022-07-10 19:30:00,14.0,19.1
CM00006_202207151410_36.jpg,2022-07-15 16:00:00,388.0,23.9
CM00006_202207121400_36.jpg,2022-07-12 16:00:00,365.0,23.6
CM00006_202207131500_36.jpg,2022-07-13 17:00:00,458.0,28.6
CM00006_202207042240_36.jpg,2022-07-05 00:30:00,0.0,18.9
CM00006_202207041710_36.jpg,2022-07-04 19:00:00,42.0,27.4
CM00006_202207032250_36.jpg,2022-07-04 00:30:00,0.0,19.2
CM00006_202206211120_36.jpg,2022-06-21 13:00:00,230.3,21.6
CM00006_202206282100_36.jpg,2022-06-28 23:00:00,0.0,22.1
CM00006_202207090010_36.jpg,2022-07-09 02:00:00,0.0,11.9
CM00006_202207050630_36.jpg,2022-07-05 08:30:00,127.0,19.0
CM00006_202207080330_36.jpg,2022-07-08 05:30:00,27.0,15.1
CM00006_202207062000_36.jpg,2022-07-06 22:00:00,0.0,17.8
CM00006_202207040030_36.jpg,2022-07-04 02:30:00,0.0,17.4
CM00006_202206242330_36.jpg,2022-06-25 01:30:00,0.0,19.3
CM00006_202206250820_36.jpg,2022-06-25 10:00:00,735.0,24.2
CM00006_202207021350_36.jpg,2022-07-02 15:30:00,702.0,26.8
CM00006_202206231830_36.jpg,2022-06-23 20:30:00,0.0,20.8
CM00006_202206251650_36.jpg,2022-06-25 18:30:00,208.0,26.6
CM00006_202207021510_36.jpg,2022-07-02 17:00:00,465.0,26.7
CM00006_202206250650_36.jpg,2022-06-25 08:30:00,670.0,23.2
